Sorted List (ms):, 117,70,75,60,67,84,57,60,58,76,83,59,56,57,54,54,62,86,76,54,
100 Removals(ms):, 61,59,59,58,59,64,60,60,60,60,61,60,59,59,63,58,61,58,59,59,
200 Removals(ms):, 58,59,59,60,63,59,58,60,57,61,58,61,60,60,59,60,58,60,57,58,
300 Removals(ms):, 60,57,61,60,60,59,60,58,60,58,60,58,59,60,58,60,58,60,60,61,
400 Removals(ms):, 58,60,59,63,58,60,59,59,59,60,59,58,59,59,60,59,58,60,58,60,
500 Removals(ms):, 58,59,60,60,59,58,61,58,60,59,61,59,60,58,60,59,60,60,59,61,
600 Removals(ms):, 59,59,60,59,60,58,60,58,60,58,60,58,61,58,62,59,60,59,60,58,
700 Removals(ms):, 60,60,61,60,60,59,59,61,59,60,61,58,60,63,58,60,59,60,59,60,
800 Removals(ms):, 60,58,61,59,59,60,60,58,59,61,58,58,61,59,60,60,59,59,59,60,
900 Removals(ms):, 58,60,59,61,61,58,60,60,60,61,59,59,60,61,58,61,59,60,60,59,
1000 Removals(ms):, 60,60,58,61,61,61,62,61,62,64,60,60,61,60,62,60,59,60,59,60,
1100 Removals(ms):, 60,63,61,60,60,61,60,60,62,60,61,59,60,59,59,59,59,60,61,58,
1200 Removals(ms):, 59,63,59,59,61,59,61,58,59,60,59,60,59,59,60,59,60,59,60,59,
1300 Removals(ms):, 61,59,62,59,60,60,59,60,59,61,61,60,60,60,61,60,63,60,61,60,
1400 Removals(ms):, 60,59,61,58,59,61,59,60,61,59,61,59,62,60,58,61,59,61,59,61,
1500 Removals(ms):, 60,62,59,61,61,59,61,58,62,60,58,61,59,60,59,60,61,63,59,62,
1600 Removals(ms):, 59,59,61,59,62,60,59,61,59,61,60,60,59,61,59,61,61,59,61,59,
1700 Removals(ms):, 60,62,60,62,64,59,61,59,61,59,60,60,60,61,59,61,60,62,60,59,
1800 Removals(ms):, 62,60,60,62,60,61,61,60,60,61,61,60,62,61,60,61,59,61,59,60,
1900 Removals(ms):, 63,60,62,60,62,61,60,60,60,61,59,66,59,62,62,60,61,60,60,60,
2000 Removals(ms):, 61,61,60,61,62,62,59,61,60,60,59,62,60,60,61,60,61,60,60,60,
2100 Removals(ms):, 62,60,61,61,60,62,61,62,62,60,62,60,60,62,60,62,60,61,60,61,
2200 Removals(ms):, 59,63,59,61,62,60,61,60,61,62,60,61,61,62,59,62,60,62,60,63,
2300 Removals(ms):, 61,62,60,63,61,62,60,61,61,60,63,59,63,62,61,62,60,62,60,62,
2400 Removals(ms):, 62,62,60,62,62,60,66,61,60,61,60,61,61,61,60,63,60,60,62,60,
2500 Removals(ms):, 60,62,60,61,62,61,62,61,60,62,61,62,61,61,62,60,61,60,63,60,
2600 Removals(ms):, 62,60,61,61,62,61,63,63,61,62,60,62,60,62,60,61,61,61,63,61,
2700 Removals(ms):, 62,61,61,62,60,62,61,62,60,62,61,63,60,62,60,62,60,61,63,61,
2800 Removals(ms):, 62,61,62,62,63,60,63,60,61,61,61,62,61,62,61,62,60,62,62,63,
2900 Removals(ms):, 61,62,62,61,62,62,60,62,62,60,62,62,61,64,60,63,61,61,61,62,
3000 Removals(ms):, 63,61,61,62,62,61,60,63,61,62,61,62,61,62,61,62,63,60,62,62,
3100 Removals(ms):, 62,62,61,63,60,64,61,64,61,63,61,63,60,62,62,62,62,62,63,61,
3200 Removals(ms):, 62,61,62,63,61,63,61,60,63,61,63,63,62,63,62,62,62,62,62,60,
3300 Removals(ms):, 63,61,63,63,62,63,61,63,60,63,64,60,64,63,62,62,63,61,63,61,
3400 Removals(ms):, 64,61,62,62,62,63,61,64,61,62,62,63,63,62,64,62,63,64,61,63,
3500 Removals(ms):, 62,61,70,61,63,62,61,61,64,62,61,61,63,63,61,62,62,63,61,61,
3600 Removals(ms):, 65,62,61,61,63,61,60,62,62,62,63,63,63,61,62,64,61,61,64,62,
3700 Removals(ms):, 62,64,62,61,64,62,62,64,62,61,63,61,62,63,63,63,61,63,61,63,
3800 Removals(ms):, 63,63,63,63,62,62,62,63,62,65,61,62,64,62,64,65,62,63,63,62,
3900 Removals(ms):, 63,64,63,63,62,61,63,62,63,61,65,63,63,62,64,62,64,64,62,63,
4000 Removals(ms):, 62,63,63,63,64,64,62,63,62,65,63,63,63,64,63,63,64,62,66,64,
4100 Removals(ms):, 61,63,65,63,65,63,64,63,64,61,63,62,64,63,62,64,61,64,64,62,
4200 Removals(ms):, 64,65,64,63,65,62,63,63,63,64,62,64,61,64,64,62,64,63,68,63,
4300 Removals(ms):, 64,63,63,64,65,62,64,62,63,65,63,64,63,63,64,63,66,62,64,63,
4400 Removals(ms):, 63,63,65,62,64,63,65,62,64,64,62,64,64,63,63,63,64,63,65,65,
4500 Removals(ms):, 63,65,64,63,63,63,64,65,63,64,63,65,62,64,64,62,62,65,64,65,
4600 Removals(ms):, 63,63,65,63,63,63,65,63,65,64,64,63,64,64,64,63,65,63,64,68,
4700 Removals(ms):, 63,64,64,65,64,63,63,64,64,62,64,63,63,64,63,64,63,64,63,64,
4800 Removals(ms):, 62,64,63,65,64,65,66,63,65,63,65,65,64,64,64,65,63,63,64,64,
4900 Removals(ms):, 63,64,65,62,66,63,64,66,63,65,64,64,66,65,63,65,63,63,65,63,
5000 Removals(ms):, 64,63,66,62,65,64,64,63,66,63,64,65,62,65,64,65,65,63,65,64,
5100 Removals(ms):, 65,64,64,64,66,64,65,65,64,65,63,66,66,64,64,64,66,63,65,63,
5200 Removals(ms):, 68,63,66,63,63,66,63,64,64,63,64,63,63,64,63,63,66,63,63,64,
5300 Removals(ms):, 65,64,63,64,66,64,64,65,63,64,66,64,62,65,64,64,66,64,63,64,
5400 Removals(ms):, 64,64,66,65,66,64,66,64,64,65,65,66,63,65,64,65,63,66,63,63,
5500 Removals(ms):, 64,65,64,63,65,64,68,65,65,64,65,64,64,64,66,63,65,63,64,65,
5600 Removals(ms):, 65,66,64,65,65,64,66,64,66,66,64,66,63,64,66,64,65,64,68,63,
5700 Removals(ms):, 66,64,65,65,65,65,65,64,66,64,65,65,64,64,66,65,65,66,65,66,
5800 Removals(ms):, 66,64,65,65,64,66,66,64,67,64,63,67,64,66,64,67,63,65,65,66,
5900 Removals(ms):, 64,65,63,65,65,66,66,64,65,66,64,67,65,65,64,64,67,64,66,66,
6000 Removals(ms):, 63,66,64,66,63,65,64,65,65,65,65,65,66,65,64,65,66,65,65,65,
6100 Removals(ms):, 66,64,68,64,64,64,65,63,64,65,65,65,63,65,66,64,67,65,64,65,
6200 Removals(ms):, 66,64,65,65,64,65,63,66,64,65,66,65,65,67,64,65,65,66,66,63,
6300 Removals(ms):, 65,66,64,66,64,64,64,64,67,64,67,64,66,64,66,66,65,66,65,66,
6400 Removals(ms):, 65,64,66,65,64,67,64,65,65,65,64,66,65,65,64,65,66,64,66,67,
6500 Removals(ms):, 64,66,67,64,66,66,68,64,65,64,66,64,66,65,63,66,66,64,69,65,
6600 Removals(ms):, 64,67,64,66,64,65,66,64,70,64,65,65,65,65,65,64,64,64,65,64,
6700 Removals(ms):, 65,65,66,65,65,63,66,64,63,66,64,63,64,66,65,63,65,65,63,67,
6800 Removals(ms):, 65,65,64,63,65,63,64,65,64,63,65,64,64,64,66,64,67,64,66,63,
6900 Removals(ms):, 67,66,65,64,68,64,65,64,66,65,64,65,65,65,66,68,67,63,66,65,
7000 Removals(ms):, 63,65,65,64,64,64,66,62,66,64,64,65,65,64,63,66,62,66,63,66,
7100 Removals(ms):, 62,65,64,65,64,66,66,63,64,63,66,65,63,65,64,65,63,65,64,65,
7200 Removals(ms):, 65,63,64,63,64,65,63,63,63,65,65,65,65,63,64,65,64,64,64,65,
7300 Removals(ms):, 65,62,64,63,64,62,65,62,64,63,64,63,66,66,64,64,65,63,63,65,
7400 Removals(ms):, 64,64,61,66,62,63,64,63,63,65,63,62,64,62,65,64,63,64,62,64,
7500 Removals(ms):, 62,65,63,61,63,62,63,62,66,64,65,64,62,63,61,64,64,61,67,62,
7600 Removals(ms):, 64,63,64,61,65,63,63,62,63,61,62,63,64,62,60,65,62,63,65,61,
7700 Removals(ms):, 62,61,63,62,64,63,62,63,62,60,63,62,64,62,63,62,63,63,64,60,
7800 Removals(ms):, 61,61,62,60,63,63,61,62,63,60,63,61,61,62,62,63,59,62,62,62,
7900 Removals(ms):, 64,61,61,63,61,63,60,61,61,61,62,62,63,62,61,61,61,60,60,62,
8000 Removals(ms):, 59,60,59,61,61,61,58,59,62,62,60,62,58,65,61,62,61,61,61,60,
8100 Removals(ms):, 58,61,58,59,59,60,58,59,59,60,58,60,56,60,58,60,61,58,59,58,
8200 Removals(ms):, 60,58,58,57,59,59,58,56,57,57,58,58,59,59,57,60,57,59,58,59,
8300 Removals(ms):, 59,56,60,56,56,57,56,61,57,56,56,60,59,58,58,59,56,57,57,59,
8400 Removals(ms):, 55,55,57,56,57,56,55,57,55,56,53,57,56,58,56,57,55,58,55,58,
8500 Removals(ms):, 54,55,56,55,55,54,56,55,53,54,55,56,54,54,54,55,53,54,56,56,
8600 Removals(ms):, 53,55,52,52,55,50,54,55,53,54,55,54,53,57,53,55,55,52,55,54,
8700 Removals(ms):, 54,51,54,51,50,53,52,52,53,50,51,53,49,53,49,54,52,52,52,50,
8800 Removals(ms):, 49,53,50,50,51,48,50,52,48,50,51,49,49,53,49,51,49,48,50,51,
8900 Removals(ms):, 47,47,46,49,47,49,48,47,46,49,48,47,49,47,50,47,47,47,51,49,
9000 Removals(ms):, 47,46,46,46,46,46,44,49,46,47,47,46,46,49,47,46,44,48,46,47,
9100 Removals(ms):, 44,41,43,45,45,45,45,43,44,44,44,43,43,44,41,43,46,42,43,41,
9200 Removals(ms):, 42,39,40,38,42,39,40,42,40,43,39,41,39,40,40,41,39,41,40,41,
9300 Removals(ms):, 37,34,39,36,35,38,37,37,36,39,36,35,36,37,35,37,37,36,38,36,
9400 Removals(ms):, 41,34,34,36,34,35,31,32,32,31,33,33,34,34,33,35,33,32,33,32,
9500 Removals(ms):, 28,29,29,29,28,30,29,27,28,29,28,30,30,30,28,27,27,29,29,29,
9600 Removals(ms):, 26,24,25,25,24,24,25,24,24,22,24,24,24,25,23,24,26,24,25,25,
9700 Removals(ms):, 19,19,19,21,20,20,18,18,20,17,18,20,19,19,21,19,19,20,20,18,
9800 Removals(ms):, 14,13,14,15,14,13,13,13,14,13,14,13,15,14,14,13,13,14,13,13,
9900 Removals(ms):, 8,8,8,8,9,8,8,8,7,8,8,8,8,8,8,8,8,8,8,8,
Random Order:, 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
Reverse Sorted List (ms):, 2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
